QuoteID,Quote,SupportingText,Audience,TopicCategory,Topic,Theme,SourceType,InspiredBy,Author,AttributionNote,OriginalTheme,SourceURL,Occasion,IllustrationTags,SourceLibrary,SourceFile,DuplicateOf,QualityStatus
WOM190,"Your next version needs practice, not a perfect personality.",,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Personal Growth,,,"growth,journey,reading",women,data/library/women_motivating_part_02.csv,,approved
WOM191,Do not wait for certainty before contributing something valuable.,,Women,Mindset,Purpose & Meaning,Dreams,original,,,Original for @talksnwalks101,Purpose,,,"journey,work,reading",women,data/library/women_motivating_part_02.csv,,approved
WOM193,Joy is not irresponsible during hard times; it is restorative.,,Women,Mindset,Gratitude,Peace & Letting Go,original,,,Original for @talksnwalks101,Gratitude & Joy,,,"sunrise,coffee,family",women,data/library/women_motivating_part_02.csv,,approved
WOM194,Support should not be a one-way subscription.,,Women,Relationships,Friendship,Happiness & Gratitude,original,,,Original for @talksnwalks101,Friendship & Community,,,"friends,group,laughter",women,data/library/women_motivating_part_02.csv,,approved
WOM195,Give yourself evenings that do not need to prove anything.,,Women,Wellness,Rest & Recovery,Peace & Letting Go,original,,,Original for @talksnwalks101,Rest & Self-Care,,,"sleep,rest,recovery",women,data/library/women_motivating_part_02.csv,,approved
WOM196,"Choose clothes that fit your body, not a body you are punishing yourself to become.",,Women,Wellness,Body Confidence,Growth,original,,,Original for @talksnwalks101,Body Respect,,,"fitness,confidence",women,data/library/women_motivating_part_02.csv,,approved
WOM197,Protect boredom sometimes; it leaves room for imagination.,,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Creativity,,,"growth,journey,reading",women,data/library/women_motivating_part_02.csv,,approved
WOM198,Do not let familiarity make the decision for you.,,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Change & New Beginnings,,,"growth,journey,reading",women,data/library/women_motivating_part_02.csv,,approved
WOM199,"Let your children see you learn, apologize, rest, and begin again.",,Women,Family,Mother,Peace & Letting Go,original,,,Original for @talksnwalks101,Motherhood & Family,,,"mother-child,mom",women,data/library/women_motivating_part_02.csv,,approved
WOM201,Someone's potential is not a promise you have to wait for.,,Women,Relationships,Relationships,Self-Worth,original,,,Original for @talksnwalks101,Relationships,,,"couple,partners",women,data/library/women_motivating_part_03.csv,,approved
WOM202,You can be uncertain and still move forward.,,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Mindset,,,"growth,journey,reading",women,data/library/women_motivating_part_03.csv,,approved
WOM203,One walk can reset a day.,,Women,Wellness,Fitness,Growth,original,,,Original for @talksnwalks101,Fitness,,,"workout,gym,running",women,data/library/women_motivating_part_03.csv,,approved
WOM204,Slow mornings and clear boundaries can be forms of success.,,Women,Mindset,Peace,Peace & Letting Go,original,,,Original for @talksnwalks101,Peace,,,"meditation,nature,quiet",women,data/library/women_motivating_part_03.csv,,approved
WOM205,"Track what matters, but do not let tracking replace living.",,Women,Mindset,Discipline,Discipline & Action,original,,,Original for @talksnwalks101,Habits,,,"work,training,focus",women,data/library/women_motivating_part_03.csv,,approved
WOM206,Self-respect is self-love with a backbone.,,Women,Relationships,Love,Self-Worth,original,,,Original for @talksnwalks101,Self-Love,,,"couple,love",women,data/library/women_motivating_part_03.csv,,approved
WOM207,Confidence is built through evidence; give yourself something to point to.,,Women,Mindset,Self-Belief,Believe in Yourself,original,,,Original for @talksnwalks101,Confidence,,,"confidence,standing-tall",women,data/library/women_motivating_part_03.csv,,approved
WOM208,Being understanding does not require accepting repeated disrespect.,,Women,Mindset,Peace,Peace & Letting Go,original,,,Original for @talksnwalks101,Boundaries,,,"meditation,nature,quiet",women,data/library/women_motivating_part_03.csv,,approved
WOM209,Let the wound teach you without letting it name you.,,Women,Wellness,Mental Health,Growth,original,,,Original for @talksnwalks101,Healing,,,"peace,rest,reflection",women,data/library/women_motivating_part_03.csv,,approved
WOM211,Clarity is one of the kindest things a leader can provide.,,Women,Business,Leadership,Dreams,original,,,Original for @talksnwalks101,Leadership,,,"leader,team,meeting",women,data/library/women_motivating_part_03.csv,,approved
WOM212,You are allowed to want wealth and still be a good person.,,Women,Business,Money Mindset,Dreams,original,,,Original for @talksnwalks101,Financial Independence,,,"finance,work,building",women,data/library/women_motivating_part_03.csv,,approved
WOM213,You can bend without becoming broken.,,Women,Mindset,Resilience,Resilience,original,,,Original for @talksnwalks101,Resilience,,,"climbing,walking,alone",women,data/library/women_motivating_part_03.csv,,approved
WOM214,"Take the risk that protects your future, not the one that protects your image.",,Women,Mindset,Courage,Courage,original,,,Original for @talksnwalks101,Courage,,,"journey,standing-tall,action",women,data/library/women_motivating_part_03.csv,,approved
WOM215,Do not confuse familiarity with alignment.,,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Personal Growth,,,"growth,journey,reading",women,data/library/women_motivating_part_03.csv,,approved
WOM216,What matters to you deserves a place on your calendar.,,Women,Mindset,Purpose & Meaning,Dreams,original,,,Original for @talksnwalks101,Purpose,,,"journey,work,reading",women,data/library/women_motivating_part_03.csv,,approved
WOM218,"Notice the people, places, and moments that make your shoulders drop.",,Women,Mindset,Gratitude,Happiness & Gratitude,original,,,Original for @talksnwalks101,Gratitude & Joy,,,"sunrise,coffee,family",women,data/library/women_motivating_part_03.csv,,approved
WOM219,Find women who speak well of other women when they are not in the room.,,Women,Relationships,Friendship,Happiness & Gratitude,original,,,Original for @talksnwalks101,Friendship & Community,,,"friends,group,laughter",women,data/library/women_motivating_part_03.csv,,approved
WOM220,Care for yourself in ways your future energy will notice.,,Women,Wellness,Rest & Recovery,Peace & Letting Go,original,,,Original for @talksnwalks101,Rest & Self-Care,,,"sleep,rest,recovery",women,data/library/women_motivating_part_03.csv,,approved
WOM221,Body respect is possible even on days when body love feels far away.,,Women,Wellness,Body Confidence,Self-Worth,original,,,Original for @talksnwalks101,Body Respect,,,"fitness,confidence",women,data/library/women_motivating_part_03.csv,,approved
WOM222,Make art that tells the truth you cannot fit into a meeting.,,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Creativity,,,"growth,journey,reading",women,data/library/women_motivating_part_03.csv,,approved
WOM223,Starting again with experience is not starting from zero.,,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Change & New Beginnings,,,"growth,journey,reading",women,data/library/women_motivating_part_03.csv,,approved
WOM224,Family love grows through ordinary attention.,,Women,Family,Mother,Happiness & Gratitude,original,,,Original for @talksnwalks101,Motherhood & Family,,,"mother-child,mom",women,data/library/women_motivating_part_03.csv,,approved
WOM226,Mutual effort is one of the quietest forms of love.,,Women,Relationships,Relationships,Self-Worth,original,,,Original for @talksnwalks101,Relationships,,,"couple,partners",women,data/library/women_motivating_part_03.csv,,approved
WOM227,Not every thought deserves your belief.,,Women,Mindset,Growth,Believe in Yourself,original,,,Original for @talksnwalks101,Mindset,,,"growth,journey,reading",women,data/library/women_motivating_part_03.csv,,approved
WOM228,"Train for energy, strength, mobility, and the life you want to keep living.",,Women,Wellness,Fitness,Growth,original,,,Original for @talksnwalks101,Fitness,,,"workout,gym,running",women,data/library/women_motivating_part_03.csv,,approved
WOM229,Sometimes closure is simply deciding not to reopen the door.,,Women,Mindset,Peace,Peace & Letting Go,original,,,Original for @talksnwalks101,Peace,,,"meditation,nature,quiet",women,data/library/women_motivating_part_03.csv,,approved
WOM230,Missing once is life; giving up is a decision.,,Women,Mindset,Discipline,Discipline & Action,original,,,Original for @talksnwalks101,Habits,,,"work,training,focus",women,data/library/women_motivating_part_03.csv,,approved
WOM231,Do not abandon yourself to keep someone else comfortable.,,Women,Relationships,Love,Self-Worth,original,,,Original for @talksnwalks101,Self-Love,,,"couple,love",women,data/library/women_motivating_part_03.csv,,approved
WOM232,Do the thing badly enough to learn how to do it well.,,Women,Mindset,Self-Belief,Believe in Yourself,original,,,Original for @talksnwalks101,Confidence,,,"confidence,standing-tall",women,data/library/women_motivating_part_03.csv,,approved
WOM233,Do not confuse guilt with wrongdoing.,,Women,Mindset,Peace,Peace & Letting Go,original,,,Original for @talksnwalks101,Boundaries,,,"meditation,nature,quiet",women,data/library/women_motivating_part_03.csv,,approved
WOM234,You are allowed to heal privately.,,Women,Wellness,Mental Health,Growth,original,,,Original for @talksnwalks101,Healing,,,"peace,rest,reflection",women,data/library/women_motivating_part_03.csv,,approved
WOM236,Do not confuse control with leadership.,,Women,Business,Leadership,Peace & Letting Go,original,,,Original for @talksnwalks101,Leadership,,,"leader,team,meeting",women,data/library/women_motivating_part_03.csv,,approved
WOM237,Understand every financial document with your name on it.,,Women,Business,Money Mindset,Dreams,original,,,Original for @talksnwalks101,Financial Independence,,,"finance,work,building",women,data/library/women_motivating_part_03.csv,,approved
WOM239,Courage is easier to recognize after the decision is made.,,Women,Mindset,Courage,Courage,original,,,Original for @talksnwalks101,Courage,,,"journey,standing-tall,action",women,data/library/women_motivating_part_03.csv,,approved
WOM240,"Learn to notice what drains you, strengthens you, and repeats itself.",,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Personal Growth,,,"growth,journey,reading",women,data/library/women_motivating_part_03.csv,,approved
WOM241,Your work does not have to be famous to be important.,,Women,Mindset,Purpose & Meaning,Dreams,original,,,Original for @talksnwalks101,Purpose,,,"journey,work,reading",women,data/library/women_motivating_part_03.csv,,approved
WOM243,Do not postpone happiness until you become a more impressive person.,,Women,Mindset,Gratitude,Happiness & Gratitude,original,,,Original for @talksnwalks101,Gratitude & Joy,,,"sunrise,coffee,family",women,data/library/women_motivating_part_03.csv,,approved
WOM244,A strong circle does not require identical lives or identical opinions.,,Women,Relationships,Friendship,Happiness & Gratitude,original,,,Original for @talksnwalks101,Friendship & Community,,,"friends,group,laughter",women,data/library/women_motivating_part_03.csv,,approved
WOM245,A slower day can still be a meaningful day.,,Women,Wellness,Rest & Recovery,Peace & Letting Go,original,,,Original for @talksnwalks101,Rest & Self-Care,,,"sleep,rest,recovery",women,data/library/women_motivating_part_03.csv,,approved
WOM246,Speak about your body as if a younger girl were learning from you.,,Women,Wellness,Body Confidence,Growth,original,,,Original for @talksnwalks101,Body Respect,,,"fitness,confidence",women,data/library/women_motivating_part_03.csv,,approved
WOM247,Your creative voice gets clearer through use.,,Women,Mindset,Growth,Self-Worth,original,,,Original for @talksnwalks101,Creativity,,,"growth,journey,reading",women,data/library/women_motivating_part_03.csv,,approved
